,State,District,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
44,karnataka,hassan,2011,55,49,49,63,70,80,81,84,82,84,82,70
45,karnataka,haveri,2009,45,39,45,49,61,80,90,87,89,81,84,77
46,karnataka,haveri,2010,62,43,41,48,57,77,85,87,84,85,85,67
47,karnataka,haveri,2011,44,42,43,56,62,75,80,85,84,80,69,58
48,karnataka,kodagu,2009,60,47,53,54,67,75,77,78,83,82,90,88
49,karnataka,kodagu,2010,74,54,46,55,64,77,81,82,82,87,88,78
50,karnataka,kodagu,2011,59,50,46,59,66,73,74,79,77,80,81,70
51,karnataka,kolar,2009,67,50,48,43,52,71,66,71,80,78,90,88
52,karnataka,kolar,2010,77,57,43,46,50,68,77,80,80,86,89,82
53,karnataka,kolar,2011,67,58,46,56,52,65,68,75,74,80,80,73
54,karnataka,koppal,2009,47,32,33,34,46,68,76,75,82,75,81,73
55,karnataka,koppal,2010,61,38,29,34,43,66,74,79,79,80,81,63
56,karnataka,koppal,2011,44,39,32,41,48,65,68,75,74,71,63,54
57,karnataka,mandya,2009,60,45,48,49,62,73,71,75,82,80,88,86
58,karnataka,mandya,2010,72,51,42,49,59,73,79,80,80,86,87,78
59,karnataka,mandya,2011,59,49,44,57,64,71,70,76,75,80,80,69
60,karnataka,mysore,2009,60,47,53,54,67,75,77,78,83,82,90,88
61,karnataka,mysore,2010,74,54,46,55,64,77,81,82,82,87,88,78
62,karnataka,mysore,2011,59,50,46,59,66,73,74,79,77,80,81,70
63,karnataka,raichur,2009,48,32,27,24,31,53,64,69,76,68,76,60
64,karnataka,raichur,2010,56,39,25,25,31,53,69,73,75,70,74,55
65,karnataka,raichur,2011,43,40,28,32,32,53,60,71,66,63,56,49
66,karnataka,shimoga,2009,48,47,56,58,71,84,93,91,94,84,88,83
67,karnataka,shimoga,2010,69,52,50,59,69,83,90,89,86,89,88,74
68,karnataka,shimoga,2011,48,46,47,62,69,79,82,87,87,85,78,65
69,karnataka,tumkur,2009,56,41,42,42,57,75,73,76,86,80,88,85
70,karnataka,tumkur,2010,72,47,36,43,53,70,80,81,81,87,87,77
71,karnataka,tumkur,2011,56,46,37,48,55,67,70,76,76,79,77,67
72,maharashtra,ahmednagar,2009,35,22,22,18,37,58,84,80,75,56,68,49
73,maharashtra,ahmednagar,2010,42,29,21,23,35,66,79,88,84,71,77,49
74,maharashtra,ahmednagar,2011,30,30,19,26,36,62,71,78,76,59,42,37
75,maharashtra,akola,2009,32,21,16,12,21,40,83,80,66,51,63,47
76,maharashtra,akola,2010,35,27,17,15,22,49,80,86,78,59,62,43
77,maharashtra,akola,2011,28,27,16,18,23,51,72,83,80,49,41,36
78,maharashtra,amravati,2009,33,21,16,11,19,39,86,80,65,52,64,49
79,maharashtra,amravati,2010,36,28,17,13,20,47,80,86,77,58,62,43
80,maharashtra,amravati,2011,28,27,15,19,20,51,72,83,80,49,43,39
81,maharashtra,aurangabad,2009,34,22,19,15,28,49,81,79,71,53,66,49
82,maharashtra,aurangabad,2010,40,27,20,19,29,60,81,87,84,68,74,47
83,maharashtra,aurangabad,2011,30,28,17,21,29,58,72,80,78,57,42,37
84,maharashtra,beed,2009,32,35,24,29,13,8,8,10,13,18,40,57
85,maharashtra,beed,2010,44,41,23,23,15,8,10,16,14,15,18,23
86,maharashtra,beed,2011,49,55,34,21,16,7,10,9,10,17,39,27
87,maharashtra,bhandara,2009,41,26,19,13,17,35,89,83,72,60,68,55
88,maharashtra,bhandara,2010,44,36,21,15,22,45,87,88,81,67,64,51
89,maharashtra,bhandara,2011,35,35,19,25,20,58,77,87,81,51,45,44
90,maharashtra,buldana,2009,33,22,17,13,25,42,80,81,71,53,64,47
91,maharashtra,buldana,2010,36,27,19,17,25,52,81,88,82,63,68,44
92,maharashtra,buldana,2011,28,28,17,20,27,54,73,84,83,53,42,35
93,maharashtra,chandrapur,2009,40,26,19,13,18,38,88,84,73,60,69,57
94,maharashtra,chandrapur,2010,46,33,21,16,23,48,84,86,81,68,65,52
95,maharashtra,chandrapur,2011,35,32,19,27,21,56,73,83,79,52,48,45
96,maharashtra,dhule,2009,33,22,19,16,31,46,74,75,67,45,59,43
97,maharashtra,dhule,2010,34,26,21,21,31,58,78,82,78,57,63,41
98,maharashtra,dhule,2011,27,27,17,21,33,53,73,80,77,47,35,31
99,maharashtra,gadchiroli,2009,51,48,54,58,73,80,89,88,84,67,67,56
100,maharashtra,gadchiroli,2010,52,54,57,61,70,81,88,87,85,76,74,59
101,maharashtra,gadchiroli,2011,48,53,51,67,71,78,82,86,82,66,52,50
102,maharashtra,gondia,2009,44,28,21,15,20,36,86,82,71,60,67,56
103,maharashtra,gondia,2010,45,38,23,17,25,45,86,86,79,67,64,52
104,maharashtra,gondia,2011,38,37,20,27,21,59,75,87,80,53,48,48
105,maharashtra,hingoli,2009,35,22,17,12,22,43,82,82,72,57,67,51
106,maharashtra,hingoli,2010,39,29,18,16,22,52,80,86,82,66,68,45
107,maharashtra,hingoli,2011,30,28,17,21,23,53,74,83,80,55,44,39
108,maharashtra,jalgaon,2009,32,21,16,12,22,40,82,79,66,51,63,46
109,maharashtra,jalgaon,2010,35,27,18,16,22,49,80,86,79,59,62,43
110,maharashtra,jalgaon,2011,27,27,16,18,24,51,72,83,80,49,41,35
111,maharashtra,jalna,2009,33,21,18,13,26,47,80,79,71,54,66,50
112,maharashtra,jalna,2010,40,27,19,18,27,57,81,86,82,65,70,46
113,maharashtra,jalna,2011,29,27,16,20,26,56,71,81,78,55,43,37
114,maharashtra,kolhapur,2009,41,33,39,43,56,81,94,93,91,77,76,59
115,maharashtra,kolhapur,2010,55,41,35,41,52,82,91,91,89,82,83,58
116,maharashtra,kolhapur,2011,37,41,37,49,59,80,85,91,87,77,58,48
117,maharashtra,latur,2009,37,23,20,15,26,50,77,80,77,61,69,52
118,maharashtra,latur,2010,44,30,19,19,26,58,77,85,83,69,74,48
119,maharashtra,latur,2011,31,29,18,24,27,57,69,78,75,59,47,39
120,maharashtra,nagpur,2009,38,23,17,11,16,35,89,83,73,58,68,54
121,maharashtra,nagpur,2010,42,33,18,13,20,44,86,88,81,65,64,48
122,maharashtra,nagpur,2011,32,32,17,23,19,55,75,86,81,50,44,41
123,maharashtra,nanded,2009,37,23,18,13,21,43,79,80,73,60,68,52
124,maharashtra,nanded,2010,41,30,19,16,22,51,77,84,82,67,69,46
125,maharashtra,nanded,2011,31,29,17,23,23,52,71,80,78,56,46,39
126,maharashtra,nandurbar,2009,33,24,22,19,39,54,83,82,73,46,56,43
127,maharashtra,nandurbar,2010,34,28,24,27,36,63,84,84,79,57,63,41
128,maharashtra,nandurbar,2011,28,28,19,26,42,59,79,84,82,49,36,32
129,maharashtra,nashik,2009,51,48,54,58,73,80,89,88,84,67,67,56
130,maharashtra,nashik,2010,52,54,57,61,70,81,88,87,85,76,74,59
131,maharashtra,nashik,2011,48,53,51,67,71,78,82,86,82,66,52,50
132,maharashtra,osmanabad,2009,37,22,20,16,30,53,78,77,75,59,67,51
133,maharashtra,osmanabad,2010,43,29,19,19,28,61,77,84,83,70,72,47
134,maharashtra,osmanabad,2011,31,29,17,24,30,59,68,77,74,59,44,37
135,maharashtra,parbhani,2009,35,22,18,12,23,44,76,77,71,57,66,51
136,maharashtra,parbhani,2010,40,28,18,16,23,51,76,84,81,66,69,46
137,maharashtra,parbhani,2011,29,27,16,21,24,52,70,79,76,55,45,38
138,maharashtra,pune,2009,38,29,31,36,55,77,95,93,89,69,71,53
139,maharashtra,pune,2010,45,39,33,36,51,80,90,90,87,78,82,57
140,maharashtra,pune,2011,35,39,28,42,53,76,82,87,83,66,48,40
141,maharashtra,sangli,2009,39,28,32,34,48,72,88,86,84,70,72,57
142,maharashtra,sangli,2010,52,35,28,33,44,74,82,87,84,77,79,54
143,maharashtra,sangli,2011,35,36,28,40,51,72,77,85,82,70,54,45
144,maharashtra,satara,2009,40,31,35,39,56,82,97,96,93,75,73,56
145,maharashtra,satara,2010,50,40,32,38,52,83,93,92,90,81,85,59
146,maharashtra,satara,2011,36,40,30,45,56,80,84,91,87,75,54,43
147,maharashtra,sholapur,2009,37,22,21,19,30,53,74,73,72,58,66,52
148,maharashtra,sholapur,2010,44,29,19,20,28,59,72,80,78,68,70,46
149,maharashtra,sholapur,2011,31,28,18,26,30,58,64,73,69,59,45,38
150,maharashtra,wardha,2009,36,22,16,11,17,36,87,83,72,58,68,53
151,maharashtra,wardha,2010,41,31,17,13,20,45,83,89,81,65,65,47
152,maharashtra,wardha,2011,31,30,16,22,19,54,74,85,82,52,46,42
153,maharashtra,washim,2009,34,21,17,12,22,42,84,84,71,56,67,50
154,maharashtra,washim,2010,38,29,18,15,22,52,82,87,82,64,67,45
155,maharashtra,washim,2011,29,28,16,20,23,54,75,85,82,54,43,38
156,maharashtra,yeotmal,2009,34,22,16,11,18,38,86,84,70,57,68,52
157,maharashtra,yeotmal,2010,40,30,17,14,20,47,80,87,80,64,66,46
158,maharashtra,yeotmal,2011,30,29,16,21,20,53,73,84,81,53,46,41
